location,vaccine,total_vaccinations
Chile,CanSino,209242
Chile,Oxford/AstraZeneca,373787
Chile,Pfizer/BioNTech,3841639
Chile,Sinovac,16534928
Chile,CanSino,213196
Chile,Oxford/AstraZeneca,374650
Chile,Pfizer/BioNTech,3913322
Chile,Sinovac,16685374
Chile,CanSino,216238
Chile,Oxford/AstraZeneca,375431
Chile,Pfizer/BioNTech,3980070
Chile,Sinovac,16798826
Chile,CanSino,218615
Chile,Oxford/AstraZeneca,376277
Chile,Pfizer/BioNTech,4017681
Chile,Sinovac,16865276
Chile,CanSino,218893
Chile,Oxford/AstraZeneca,376421
Chile,Pfizer/BioNTech,4029186
Chile,Sinovac,16890074
Chile,CanSino,218905
Chile,Oxford/AstraZeneca,376431
Chile,Pfizer/BioNTech,4030417
Chile,Sinovac,16892775
Chile,CanSino,218983
Chile,Oxford/AstraZeneca,376554
Chile,Pfizer/BioNTech,4040129
Chile,Sinovac,16902593
Chile,CanSino,222745
Chile,Oxford/AstraZeneca,378383
Chile,Pfizer/BioNTech,4203277
Chile,Sinovac,17042750
Chile,CanSino,235163
Chile,Oxford/AstraZeneca,380651
Chile,Pfizer/BioNTech,4318716
Chile,Sinovac,17164278
Chile,CanSino,298733
Chile,Oxford/AstraZeneca,384110
Chile,Pfizer/BioNTech,4404887
Chile,Sinovac,17264304
Chile,CanSino,348830
Chile,Oxford/AstraZeneca,388170
Chile,Pfizer/BioNTech,4477667
Chile,Sinovac,17348599
Chile,CanSino,358903
Chile,Oxford/AstraZeneca,389411
Chile,Pfizer/BioNTech,4498659
Chile,Sinovac,17369188
Chile,CanSino,360158
Chile,Oxford/AstraZeneca,389502
Chile,Pfizer/BioNTech,4500902
Chile,Sinovac,17371265
Chile,CanSino,361384
Chile,Oxford/AstraZeneca,389668
Chile,Pfizer/BioNTech,4503598
Chile,Sinovac,17372783
Chile,CanSino,393286
Chile,Oxford/AstraZeneca,395483
Chile,Pfizer/BioNTech,4637273
Chile,Sinovac,17450761
Chile,CanSino,416193
Chile,Oxford/AstraZeneca,399750
Chile,Pfizer/BioNTech,4769412
Chile,Sinovac,17496413
Chile,CanSino,430202
Chile,Oxford/AstraZeneca,402801
Chile,Pfizer/BioNTech,4904568
Chile,Sinovac,17526965
Chile,CanSino,441675
Chile,Oxford/AstraZeneca,405388
Chile,Pfizer/BioNTech,5002409
Chile,Sinovac,17556827
Chile,CanSino,445106
Chile,Oxford/AstraZeneca,405980
Chile,Pfizer/BioNTech,5025715
Chile,Sinovac,17567479
Chile,CanSino,445507
Chile,Oxford/AstraZeneca,406048
Chile,Pfizer/BioNTech,5028710
Chile,Sinovac,17568523
Chile,CanSino,455914
Chile,Oxford/AstraZeneca,409903
Chile,Pfizer/BioNTech,5122152
Chile,Sinovac,17615675
Chile,CanSino,463505
Chile,Oxford/AstraZeneca,413512
Chile,Pfizer/BioNTech,5191475
Chile,Sinovac,17665331
Chile,CanSino,468303
Chile,Oxford/AstraZeneca,416576
Chile,Pfizer/BioNTech,5285202
Chile,Sinovac,17725867
Chile,CanSino,472169
Chile,Oxford/AstraZeneca,418807
Chile,Pfizer/BioNTech,5361521
Chile,Sinovac,17800108
Chile,CanSino,476087
Chile,Oxford/AstraZeneca,421147
Chile,Pfizer/BioNTech,5430312
Chile,Sinovac,17864561
Chile,CanSino,477661
Chile,Oxford/AstraZeneca,422168
Chile,Pfizer/BioNTech,5455358
Chile,Sinovac,17880333
Chile,CanSino,477832
Chile,Oxford/AstraZeneca,422248
Chile,Pfizer/BioNTech,5458611
Chile,Sinovac,17881937
Chile,CanSino,481920
Chile,Oxford/AstraZeneca,424914
Chile,Pfizer/BioNTech,5545414
Chile,Sinovac,17968124
Chile,CanSino,484753
Chile,Oxford/AstraZeneca,426765
Chile,Pfizer/BioNTech,5648693
Chile,Sinovac,18044135
Chile,CanSino,487472
Chile,Oxford/AstraZeneca,428318
Chile,Pfizer/BioNTech,5723503
Chile,Sinovac,18127927
Chile,CanSino,492778
Chile,Oxford/AstraZeneca,431540
Chile,Pfizer/BioNTech,5790454
Chile,Sinovac,18219785
Chile,CanSino,492875
Chile,Oxford/AstraZeneca,431650
Chile,Pfizer/BioNTech,5792909
Chile,Sinovac,18221944
Chile,CanSino,493344
Chile,Oxford/AstraZeneca,431973
Chile,Pfizer/BioNTech,5802142
Chile,Sinovac,18235804
Chile,CanSino,493446
Chile,Oxford/AstraZeneca,431973
Chile,Pfizer/BioNTech,5803013
Chile,Sinovac,18237065
Chile,CanSino,496081
Chile,Oxford/AstraZeneca,433872
Chile,Pfizer/BioNTech,5861962
Chile,Sinovac,18296922
Chile,CanSino,497816
Chile,Oxford/AstraZeneca,435839
Chile,Pfizer/BioNTech,5941735
Chile,Sinovac,18347845
Chile,CanSino,499218
Chile,Oxford/AstraZeneca,438291
Chile,Pfizer/BioNTech,6001824
Chile,Sinovac,18388743
Chile,CanSino,500811
Chile,Oxford/AstraZeneca,440831
Chile,Pfizer/BioNTech,6047011
Chile,Sinovac,18417836
Chile,CanSino,502041
Chile,Oxford/AstraZeneca,444820
Chile,Pfizer/BioNTech,6136038
Chile,Sinovac,18439685
Chile,CanSino,503467
Chile,Oxford/AstraZeneca,446091
Chile,Pfizer/BioNTech,6151091
Chile,Sinovac,18456548
Chile,CanSino,503509
Chile,Oxford/AstraZeneca,446124
Chile,Pfizer/BioNTech,6152330
Chile,Sinovac,18458197
Chile,CanSino,504459
Chile,Oxford/AstraZeneca,449421
Chile,Pfizer/BioNTech,6191070
Chile,Sinovac,18471990
Chile,CanSino,505237
Chile,Oxford/AstraZeneca,452382
Chile,Pfizer/BioNTech,6228309
Chile,Sinovac,18482097
Chile,CanSino,505769
Chile,Oxford/AstraZeneca,454346
Chile,Pfizer/BioNTech,6253886
Chile,Sinovac,18489199
Chile,CanSino,506247
Chile,Oxford/AstraZeneca,455992
Chile,Pfizer/BioNTech,6336187
Chile,Sinovac,18495083
Chile,CanSino,506522
Chile,Oxford/AstraZeneca,457626
Chile,Pfizer/BioNTech,6406741
Chile,Sinovac,18499398
Chile,CanSino,506534
Chile,Oxford/AstraZeneca,457975
Chile,Pfizer/BioNTech,6416145
Chile,Sinovac,18500839
Chile,CanSino,506535
Chile,Oxford/AstraZeneca,457976
Chile,Pfizer/BioNTech,6416547
Chile,Sinovac,18500905
Chile,CanSino,507533
Chile,Oxford/AstraZeneca,459807
Chile,Pfizer/BioNTech,6422492
Chile,Sinovac,18616338
Chile,CanSino,508386
Chile,Oxford/AstraZeneca,461959
Chile,Pfizer/BioNTech,6428646
Chile,Sinovac,18746207
Chile,CanSino,508610
Chile,Oxford/AstraZeneca,463781
Chile,Pfizer/BioNTech,6486892
Chile,Sinovac,18750628
Chile,CanSino,508792
Chile,Oxford/AstraZeneca,465177
Chile,Pfizer/BioNTech,6528749
Chile,Sinovac,18753500
Chile,CanSino,508972
Chile,Oxford/AstraZeneca,466439
Chile,Pfizer/BioNTech,6559602
Chile,Sinovac,18755912
Chile,CanSino,508987
Chile,Oxford/AstraZeneca,466457
Chile,Pfizer/BioNTech,6560499
Chile,Sinovac,18756149
Chile,CanSino,508987
Chile,Oxford/AstraZeneca,466457
Chile,Pfizer/BioNTech,6560511
Chile,Sinovac,18756214
Chile,CanSino,509207
Chile,Oxford/AstraZeneca,467247
Chile,Pfizer/BioNTech,6568041
Chile,Sinovac,18845959
Chile,CanSino,509460
Chile,Oxford/AstraZeneca,467962
Chile,Pfizer/BioNTech,6575898
Chile,Sinovac,18924909
Chile,CanSino,509565
Chile,Oxford/AstraZeneca,469845
Chile,Pfizer/BioNTech,6690466
Chile,Sinovac,18929074
Chile,CanSino,509675
Chile,Oxford/AstraZeneca,471355
Chile,Pfizer/BioNTech,6765166
Chile,Sinovac,18934427
Chile,CanSino,509766
Chile,Oxford/AstraZeneca,472168
Chile,Pfizer/BioNTech,6811972
Chile,Sinovac,18937953
Chile,CanSino,509779
Chile,Oxford/AstraZeneca,472192
Chile,Pfizer/BioNTech,6812917
Chile,Sinovac,18938272
Chile,CanSino,509779
Chile,Oxford/AstraZeneca,472195
Chile,Pfizer/BioNTech,6813002
Chile,Sinovac,18938608
Chile,CanSino,510200
Chile,Oxford/AstraZeneca,473133
Chile,Pfizer/BioNTech,6817462
Chile,Sinovac,18993634
Chile,CanSino,513276
Chile,Oxford/AstraZeneca,474130
Chile,Pfizer/BioNTech,6822103
Chile,Sinovac,19045947
Chile,CanSino,514577
Chile,Oxford/AstraZeneca,475368
Chile,Pfizer/BioNTech,6895825
Chile,Sinovac,19049887
Chile,CanSino,516061
Chile,Oxford/AstraZeneca,476308
Chile,Pfizer/BioNTech,6952761
Chile,Sinovac,19052759
Chile,CanSino,517932
Chile,Oxford/AstraZeneca,477262
Chile,Pfizer/BioNTech,7004856
Chile,Sinovac,19055546
Chile,CanSino,519103
Chile,Oxford/AstraZeneca,477286
Chile,Pfizer/BioNTech,7006283
Chile,Sinovac,19056086
Chile,CanSino,519720
Chile,Oxford/AstraZeneca,477290
Chile,Pfizer/BioNTech,7006424
Chile,Sinovac,19056213
Chile,CanSino,524654
Chile,Oxford/AstraZeneca,480596
Chile,Pfizer/BioNTech,7010576
Chile,Sinovac,19098548
Chile,CanSino,529393
Chile,Oxford/AstraZeneca,483220
Chile,Pfizer/BioNTech,7013861
Chile,Sinovac,19132667
Chile,CanSino,532968
Chile,Oxford/AstraZeneca,485232
Chile,Pfizer/BioNTech,7018227
Chile,Sinovac,19154087
Chile,CanSino,534448
Chile,Oxford/AstraZeneca,485671
Chile,Pfizer/BioNTech,7096804
Chile,Sinovac,19156248
Chile,CanSino,535911
Chile,Oxford/AstraZeneca,486084
Chile,Pfizer/BioNTech,7148166
Chile,Sinovac,19158300
Chile,CanSino,536964
Chile,Oxford/AstraZeneca,486111
Chile,Pfizer/BioNTech,7149225
Chile,Sinovac,19158573
Chile,CanSino,537360
Chile,Oxford/AstraZeneca,486113
Chile,Pfizer/BioNTech,7149320
Chile,Sinovac,19158707
Chile,CanSino,541367
Chile,Oxford/AstraZeneca,488629
Chile,Pfizer/BioNTech,7151854
Chile,Sinovac,19248667
Chile,CanSino,545658
Chile,Oxford/AstraZeneca,491280
Chile,Pfizer/BioNTech,7153913
Chile,Sinovac,19351796
Chile,CanSino,547022
Chile,Oxford/AstraZeneca,491711
Chile,Pfizer/BioNTech,7183238
Chile,Sinovac,19356625
Chile,CanSino,548149
Chile,Oxford/AstraZeneca,492025
Chile,Pfizer/BioNTech,7204395
Chile,Sinovac,19359868
Chile,CanSino,549467
Chile,Oxford/AstraZeneca,492304
Chile,Pfizer/BioNTech,7219244
Chile,Sinovac,19362433
Chile,CanSino,549825
Chile,Oxford/AstraZeneca,492337
Chile,Pfizer/BioNTech,7219494
Chile,Sinovac,19362812
Chile,CanSino,549949
Chile,Oxford/AstraZeneca,492337
Chile,Pfizer/BioNTech,7219516
Chile,Sinovac,19362841
Chile,CanSino,552322
Chile,Oxford/AstraZeneca,494079
Chile,Pfizer/BioNTech,7220661
Chile,Sinovac,19433751
Chile,CanSino,554414
Chile,Oxford/AstraZeneca,495632
Chile,Pfizer/BioNTech,7221888
Chile,Sinovac,19507122
Chile,CanSino,555153
Chile,Oxford/AstraZeneca,495843
Chile,Pfizer/BioNTech,7234443
Chile,Sinovac,19510597
Chile,CanSino,555766
Chile,Oxford/AstraZeneca,496012
Chile,Pfizer/BioNTech,7242695
Chile,Sinovac,19513633
Croatia,Pfizer/BioNTech,1965
Croatia,Johnson&Johnson,1
Croatia,Moderna,10
Croatia,Pfizer/BioNTech,30977
Croatia,Moderna,1502
Croatia,Oxford/AstraZeneca,2
Croatia,Pfizer/BioNTech,48046
Croatia,Moderna,2663
Croatia,Pfizer/BioNTech,70611
Croatia,Moderna,2744
Croatia,Pfizer/BioNTech,87056
Croatia,Johnson&Johnson,2
Croatia,Moderna,3224
Croatia,Oxford/AstraZeneca,7
Croatia,Pfizer/BioNTech,104039
Croatia,Moderna,8278
Croatia,Oxford/AstraZeneca,3186
Croatia,Pfizer/BioNTech,124727
Croatia,Johnson&Johnson,3
Croatia,Moderna,13367
Croatia,Oxford/AstraZeneca,18992
Croatia,Pfizer/BioNTech,144550
Croatia,Moderna,14519
Croatia,Oxford/AstraZeneca,59909
Croatia,Pfizer/BioNTech,164495
Croatia,Moderna,22985
Croatia,Oxford/AstraZeneca,84289
Croatia,Pfizer/BioNTech,188460
Croatia,Johnson&Johnson,6
Croatia,Moderna,29706
Croatia,Oxford/AstraZeneca,117507
Croatia,Pfizer/BioNTech,211897
Croatia,Johnson&Johnson,13
Croatia,Moderna,44976
Croatia,Oxford/AstraZeneca,138096
Croatia,Pfizer/BioNTech,242911
Croatia,Johnson&Johnson,16
Croatia,Moderna,52847
Croatia,Oxford/AstraZeneca,158631
Croatia,Pfizer/BioNTech,276434
Croatia,Johnson&Johnson,19
Croatia,Moderna,72077
Croatia,Oxford/AstraZeneca,174341
Croatia,Pfizer/BioNTech,308763
Croatia,Johnson&Johnson,47
Croatia,Moderna,84263
Croatia,Oxford/AstraZeneca,203090
Croatia,Pfizer/BioNTech,336564
Croatia,Johnson&Johnson,52
Croatia,Moderna,104532
Croatia,Oxford/AstraZeneca,234431
Croatia,Pfizer/BioNTech,396544
Croatia,Johnson&Johnson,52
Croatia,Moderna,115438
Croatia,Oxford/AstraZeneca,249161
Croatia,Pfizer/BioNTech,474189
Croatia,Johnson&Johnson,780
Croatia,Moderna,130257
Croatia,Oxford/AstraZeneca,269106
Croatia,Pfizer/BioNTech,560560
Croatia,Johnson&Johnson,3576
Croatia,Moderna,147525
Croatia,Oxford/AstraZeneca,309737
Croatia,Pfizer/BioNTech,734754
Croatia,Johnson&Johnson,6125
Croatia,Moderna,172710
Croatia,Oxford/AstraZeneca,348992
Croatia,Pfizer/BioNTech,910441
Croatia,Johnson&Johnson,9446
Croatia,Moderna,196391
Croatia,Oxford/AstraZeneca,382127
Croatia,Pfizer/BioNTech,1064129
Croatia,Johnson&Johnson,12569
Croatia,Moderna,212305
Croatia,Oxford/AstraZeneca,411871
Croatia,Pfizer/BioNTech,1202416
Croatia,Johnson&Johnson,14743
Croatia,Moderna,223372
Croatia,Oxford/AstraZeneca,430091
Croatia,Pfizer/BioNTech,1306326
Croatia,Johnson&Johnson,17560
Croatia,Moderna,241674
Croatia,Oxford/AstraZeneca,451339
Croatia,Pfizer/BioNTech,1470010
Croatia,Johnson&Johnson,19923
Croatia,Moderna,259775
Croatia,Oxford/AstraZeneca,468036
Croatia,Pfizer/BioNTech,1636255
Croatia,Johnson&Johnson,21986
Croatia,Moderna,270795
Croatia,Oxford/AstraZeneca,478136
Croatia,Pfizer/BioNTech,1763185
Croatia,Johnson&Johnson,24906
Croatia,Moderna,281831
Croatia,Oxford/AstraZeneca,497873
Croatia,Pfizer/BioNTech,1896429
Croatia,Johnson&Johnson,30463
Croatia,Moderna,289219
Croatia,Oxford/AstraZeneca,517038
Croatia,Pfizer/BioNTech,2003452
Croatia,Johnson&Johnson,37972
Croatia,Moderna,295579
Croatia,Oxford/AstraZeneca,523342
Croatia,Pfizer/BioNTech,2074018
Croatia,Johnson&Johnson,45387
Croatia,Moderna,299239
Croatia,Oxford/AstraZeneca,530420
Croatia,Pfizer/BioNTech,2144443
Croatia,Johnson&Johnson,52556
Croatia,Moderna,303297
Croatia,Oxford/AstraZeneca,540169
Croatia,Pfizer/BioNTech,2191055
Croatia,Johnson&Johnson,56246
Croatia,Moderna,307063
Croatia,Oxford/AstraZeneca,544282
Croatia,Pfizer/BioNTech,2221051
Croatia,Johnson&Johnson,60034
Croatia,Moderna,310794
Croatia,Oxford/AstraZeneca,545555
Croatia,Pfizer/BioNTech,2251863
Croatia,Johnson&Johnson,64224
Croatia,Moderna,313269
Croatia,Oxford/AstraZeneca,546278
Croatia,Pfizer/BioNTech,2283291
Croatia,Johnson&Johnson,69102
Croatia,Moderna,316235
Croatia,Oxford/AstraZeneca,547613
Croatia,Pfizer/BioNTech,2314867
Croatia,Johnson&Johnson,74376
Croatia,Moderna,317995
Croatia,Oxford/AstraZeneca,548219
Croatia,Pfizer/BioNTech,2340144
Croatia,Johnson&Johnson,74878
Croatia,Moderna,318127
Croatia,Oxford/AstraZeneca,548300
Croatia,Pfizer/BioNTech,2342613
Cyprus,Pfizer/BioNTech,369
Cyprus,Pfizer/BioNTech,6086
Cyprus,Moderna,0
Cyprus,Pfizer/BioNTech,10833
Cyprus,Moderna,210
Cyprus,Pfizer/BioNTech,17881
Cyprus,Moderna,420
Cyprus,Pfizer/BioNTech,24952
Cyprus,Pfizer/BioNTech,32720
Cyprus,Moderna,421
Cyprus,Oxford/AstraZeneca,584
Cyprus,Pfizer/BioNTech,43384
Cyprus,Moderna,741
Cyprus,Oxford/AstraZeneca,6126
Cyprus,Pfizer/BioNTech,51652
Cyprus,Moderna,951
Cyprus,Oxford/AstraZeneca,18136
Cyprus,Pfizer/BioNTech,59380
Cyprus,Moderna,1301
Cyprus,Oxford/AstraZeneca,28650
Cyprus,Pfizer/BioNTech,69327
Cyprus,Moderna,4195
Cyprus,Oxford/AstraZeneca,40827
Cyprus,Pfizer/BioNTech,78860
Cyprus,Moderna,4304
Cyprus,Oxford/AstraZeneca,41719
Cyprus,Pfizer/BioNTech,85728
Cyprus,Moderna,4304
Cyprus,Oxford/AstraZeneca,48256
Cyprus,Pfizer/BioNTech,95339
Cyprus,Moderna,6547
Cyprus,Oxford/AstraZeneca,52195
Cyprus,Pfizer/BioNTech,103028
Cyprus,Moderna,12456
Cyprus,Oxford/AstraZeneca,60123
Cyprus,Pfizer/BioNTech,113013
Cyprus,Johnson&Johnson,0
Cyprus,Moderna,13236
Cyprus,Oxford/AstraZeneca,66995
Cyprus,Pfizer/BioNTech,130595
Cyprus,Oxford/AstraZeneca,77988
Cyprus,Pfizer/BioNTech,150831
Cyprus,Johnson&Johnson,1188
Cyprus,Moderna,15635
Cyprus,Oxford/AstraZeneca,84554
Cyprus,Pfizer/BioNTech,193053
Cyprus,Johnson&Johnson,2249
Cyprus,Moderna,21442
Cyprus,Oxford/AstraZeneca,95843
Cyprus,Pfizer/BioNTech,238781
Cyprus,Johnson&Johnson,5662
Cyprus,Moderna,28322
Cyprus,Oxford/AstraZeneca,121922
Cyprus,Pfizer/BioNTech,280960
Cyprus,Moderna,37412
Cyprus,Oxford/AstraZeneca,146980
Cyprus,Pfizer/BioNTech,329189
Cyprus,Johnson&Johnson,5662
Cyprus,Moderna,44461
Cyprus,Oxford/AstraZeneca,164905
Cyprus,Pfizer/BioNTech,375387
Cyprus,Moderna,48348
Cyprus,Oxford/AstraZeneca,175900
Cyprus,Pfizer/BioNTech,413040
Cyprus,Johnson&Johnson,6062
Cyprus,Moderna,54602
Cyprus,Oxford/AstraZeneca,187096
Cyprus,Pfizer/BioNTech,448451
Cyprus,Johnson&Johnson,12893
Cyprus,Moderna,63102
Cyprus,Oxford/AstraZeneca,197068
Cyprus,Pfizer/BioNTech,481629
Cyprus,Johnson&Johnson,14120
Cyprus,Moderna,70093
Cyprus,Oxford/AstraZeneca,204489
Cyprus,Pfizer/BioNTech,502801
Cyprus,Johnson&Johnson,14538
Cyprus,Moderna,72330
Cyprus,Oxford/AstraZeneca,218282
Cyprus,Pfizer/BioNTech,532405
Cyprus,Johnson&Johnson,14983
Cyprus,Moderna,73098
Cyprus,Oxford/AstraZeneca,237295
Cyprus,Pfizer/BioNTech,562196
Cyprus,Johnson&Johnson,16069
Cyprus,Moderna,74634
Cyprus,Oxford/AstraZeneca,245037
Cyprus,Pfizer/BioNTech,587728
Cyprus,Johnson&Johnson,17238
Cyprus,Moderna,75705
Cyprus,Oxford/AstraZeneca,248027
Cyprus,Pfizer/BioNTech,610888
Cyprus,Johnson&Johnson,17847
Cyprus,Moderna,77108
Cyprus,Oxford/AstraZeneca,250656
Cyprus,Pfizer/BioNTech,631778
Cyprus,Johnson&Johnson,18319
Cyprus,Moderna,77977
Cyprus,Oxford/AstraZeneca,251491
Cyprus,Pfizer/BioNTech,660192
Cyprus,Johnson&Johnson,18613
Cyprus,Moderna,79747
Cyprus,Oxford/AstraZeneca,251776
Cyprus,Pfizer/BioNTech,680681
Cyprus,Johnson&Johnson,19195
Cyprus,Moderna,80930
Cyprus,Oxford/AstraZeneca,251996
Cyprus,Pfizer/BioNTech,697790
Cyprus,Johnson&Johnson,19515
Cyprus,Moderna,81764
Cyprus,Oxford/AstraZeneca,252190
Cyprus,Pfizer/BioNTech,713596
Cyprus,Johnson&Johnson,19805
Cyprus,Moderna,82719
Cyprus,Oxford/AstraZeneca,252365
Cyprus,Pfizer/BioNTech,724267
Cyprus,Johnson&Johnson,20003
Cyprus,Moderna,83830
Cyprus,Oxford/AstraZeneca,252533
Cyprus,Pfizer/BioNTech,731281
Czechia,Pfizer/BioNTech,1273
Czechia,Pfizer/BioNTech,3573
Czechia,Pfizer/BioNTech,7029
Czechia,Pfizer/BioNTech,10522
Czechia,Pfizer/BioNTech,11828
Czechia,Moderna,1
Czechia,Pfizer/BioNTech,12092
Czechia,Pfizer/BioNTech,13365
Czechia,Pfizer/BioNTech,14285
Czechia,Moderna,4
Czechia,Pfizer/BioNTech,17877
Czechia,Moderna,5
Czechia,Pfizer/BioNTech,22380
Czechia,Pfizer/BioNTech,28219
Czechia,Pfizer/BioNTech,36183
Czechia,Pfizer/BioNTech,46157
Czechia,Moderna,7
Czechia,Pfizer/BioNTech,48175
Czechia,Pfizer/BioNTech,49935
Czechia,Pfizer/BioNTech,59754
Czechia,Pfizer/BioNTech,73156
Czechia,Pfizer/BioNTech,86653
Czechia,Moderna,1240
Czechia,Pfizer/BioNTech,100615
Czechia,Moderna,2003
Czechia,Pfizer/BioNTech,113816
Czechia,Moderna,2329
Czechia,Pfizer/BioNTech,116870
Czechia,Moderna,2418
Czechia,Pfizer/BioNTech,120025
Czechia,Moderna,2596
Czechia,Pfizer/BioNTech,134138
Czechia,Moderna,3372
Czechia,Pfizer/BioNTech,148625
Czechia,Moderna,4954
Czechia,Pfizer/BioNTech,163315
Czechia,Moderna,5913
Czechia,Pfizer/BioNTech,179688
Czechia,Moderna,6110
Czechia,Pfizer/BioNTech,195353
Czechia,Moderna,6151
Czechia,Pfizer/BioNTech,199477
Czechia,Moderna,6275
Czechia,Pfizer/BioNTech,202466
Czechia,Moderna,6474
Czechia,Pfizer/BioNTech,214851
Czechia,Moderna,6749
Czechia,Pfizer/BioNTech,229058
Czechia,Moderna,7052
Czechia,Pfizer/BioNTech,242277
Czechia,Moderna,7173
Czechia,Pfizer/BioNTech,255326
Czechia,Moderna,7325
Czechia,Pfizer/BioNTech,269242
Czechia,Moderna,7329
Czechia,Pfizer/BioNTech,271056
Czechia,Moderna,7331
Czechia,Pfizer/BioNTech,272939
Czechia,Moderna,7589
Czechia,Pfizer/BioNTech,284559
Czechia,Moderna,7917
Czechia,Pfizer/BioNTech,298567
Czechia,Moderna,8651
Czechia,Pfizer/BioNTech,313211
Czechia,Moderna,9791
Czechia,Pfizer/BioNTech,329913
Czechia,Moderna,10982
Czechia,Pfizer/BioNTech,344805
Czechia,Moderna,11241
Czechia,Pfizer/BioNTech,347734
Czechia,Moderna,11504
Czechia,Pfizer/BioNTech,350805
Czechia,Moderna,12412
Czechia,Oxford/AstraZeneca,2
Czechia,Pfizer/BioNTech,365316
Czechia,Moderna,14069
Czechia,Oxford/AstraZeneca,3
Czechia,Pfizer/BioNTech,380641
Czechia,Moderna,15817
Czechia,Pfizer/BioNTech,397571
Czechia,Moderna,19198
Czechia,Oxford/AstraZeneca,235
Czechia,Pfizer/BioNTech,416415
Czechia,Moderna,21440
Czechia,Oxford/AstraZeneca,640
Czechia,Pfizer/BioNTech,435172
Czechia,Moderna,21927
Czechia,Oxford/AstraZeneca,1079
Czechia,Pfizer/BioNTech,438810
Czechia,Moderna,22175
Czechia,Oxford/AstraZeneca,1282
Czechia,Pfizer/BioNTech,440725
Czechia,Moderna,23595
Czechia,Oxford/AstraZeneca,2036
Czechia,Pfizer/BioNTech,454264
Czechia,Moderna,26072
Czechia,Oxford/AstraZeneca,3210
Czechia,Pfizer/BioNTech,468355
Czechia,Moderna,28810
Czechia,Oxford/AstraZeneca,5256
Czechia,Pfizer/BioNTech,481525
Czechia,Moderna,31163
Czechia,Oxford/AstraZeneca,7256
Czechia,Pfizer/BioNTech,497493
Czechia,Moderna,32560
Czechia,Oxford/AstraZeneca,8996
Czechia,Pfizer/BioNTech,513499
Czechia,Moderna,32565
Czechia,Oxford/AstraZeneca,9667
Czechia,Pfizer/BioNTech,515969
Czechia,Moderna,32667
Czechia,Oxford/AstraZeneca,9895
Czechia,Pfizer/BioNTech,517761
Czechia,Moderna,33668
Czechia,Oxford/AstraZeneca,11506
Czechia,Pfizer/BioNTech,531246
Czechia,Moderna,34450
Czechia,Oxford/AstraZeneca,14244
Czechia,Pfizer/BioNTech,547578
Czechia,Moderna,35783
Czechia,Oxford/AstraZeneca,17182
Czechia,Pfizer/BioNTech,563160
Czechia,Moderna,36967
Czechia,Oxford/AstraZeneca,21536
Czechia,Pfizer/BioNTech,581096
Czechia,Moderna,37809
Czechia,Oxford/AstraZeneca,24888
Czechia,Pfizer/BioNTech,598359
Czechia,Moderna,37982
Czechia,Oxford/AstraZeneca,25508
Czechia,Pfizer/BioNTech,601119
Czechia,Moderna,38176
Czechia,Oxford/AstraZeneca,25977
Czechia,Pfizer/BioNTech,603343
Czechia,Moderna,39774
Czechia,Oxford/AstraZeneca,30007
Czechia,Pfizer/BioNTech,620630
Czechia,Moderna,41648
Czechia,Oxford/AstraZeneca,39407
Czechia,Pfizer/BioNTech,640060
Czechia,Moderna,45357
Czechia,Oxford/AstraZeneca,49150
Czechia,Pfizer/BioNTech,661867
Czechia,Moderna,50110
Czechia,Oxford/AstraZeneca,58528
Czechia,Pfizer/BioNTech,685550
Czechia,Johnson&Johnson,1
Czechia,Moderna,53733
Czechia,Oxford/AstraZeneca,66923
Czechia,Pfizer/BioNTech,707649
Czechia,Johnson&Johnson,3
Czechia,Moderna,55134
Czechia,Oxford/AstraZeneca,71417
Czechia,Pfizer/BioNTech,714704
Czechia,Johnson&Johnson,5
Czechia,Moderna,56446
Czechia,Oxford/AstraZeneca,75554
Czechia,Pfizer/BioNTech,721483
Czechia,Johnson&Johnson,6
Czechia,Moderna,59532
Czechia,Oxford/AstraZeneca,83442
Czechia,Pfizer/BioNTech,744939
Czechia,Johnson&Johnson,7
Czechia,Moderna,64858
Czechia,Oxford/AstraZeneca,94654
Czechia,Pfizer/BioNTech,770936
Czechia,Moderna,69864
Czechia,Oxford/AstraZeneca,105566
Czechia,Pfizer/BioNTech,803100
Czechia,Johnson&Johnson,8
Czechia,Moderna,74161
Czechia,Oxford/AstraZeneca,117365
Czechia,Pfizer/BioNTech,840025
Czechia,Johnson&Johnson,9
Czechia,Moderna,79593
Czechia,Oxford/AstraZeneca,129623
Czechia,Pfizer/BioNTech,869418
Czechia,Moderna,80889
Czechia,Oxford/AstraZeneca,132623
Czechia,Pfizer/BioNTech,883445
Czechia,Moderna,82024
Czechia,Oxford/AstraZeneca,133539
Czechia,Pfizer/BioNTech,894609
Czechia,Moderna,88830
Czechia,Oxford/AstraZeneca,141581
Czechia,Pfizer/BioNTech,916808
Czechia,Johnson&Johnson,11
Czechia,Moderna,98036
Czechia,Oxford/AstraZeneca,150331
Czechia,Pfizer/BioNTech,948158
Czechia,Moderna,105783
Czechia,Oxford/AstraZeneca,159355
Czechia,Pfizer/BioNTech,979267
Czechia,Johnson&Johnson,14
Czechia,Moderna,112933
Czechia,Oxford/AstraZeneca,168703
Czechia,Pfizer/BioNTech,1013004
Czechia,Moderna,119004
Czechia,Oxford/AstraZeneca,177517
Czechia,Pfizer/BioNTech,1046045
